Location Properties,,,,,,,,,,,,,,,,,,,,,
5/27/2025 17:50:12,,87.8624,3.2956204,32.73008,0.04834297,0.34707835,6.552729,13.42907,138.5036,835.4838,14.021629,743.1778,12.824423,9.231337,0,77,990.8228,22.328438,41.26860257,-74.08752919,
5/27/2025 17:50:14,,87.914085,3.2775042,32.54809,0.047555342,0.3506746,6.552015,13.469062,137.63269,845.6738,14.019089,743.1773,12.824387,9.231308,0,77,990.82214,22.328768,41.26861236,-74.0875347,
5/27/2025 17:50:16,,87.96578,3.259388,32.3661,0.046767715,0.35427082,6.5513005,13.509053,136.76176,855.8639,14.016547,743.1768,12.824349,9.231279,0,77,990.82153,22.329098,41.26861481,-74.08752928,
5/27/2025 17:50:18,,88.01747,3.2412715,32.184113,0.045980092,0.35786703,6.550586,13.549046,135.89085,866.0539,14.014007,743.17633,12.824313,9.231252,0,77,990.82086,22.329428,41.26861476,-74.08753106,
5/27/2025 17:50:20,,88.06917,3.2231553,32.00212,0.045192465,0.36146325,6.5498714,13.589037,135.01994,876.24396,14.011465,743.17584,12.824277,9.231223,0,77,990.8202,22.329758,41.26860893,-74.08752888,
5/27/2025 17:50:22,,89.02765,2.96621,29.428467,0.23224151,0.17859603,6.560652,12.982371,123.04999,668.84546,13.977006,743.202,12.806958,9.217601,0,77,990.85504,22.31231,41.26860939,-74.0875287,
5/27/2025 17:50:24,,89.08055,2.9508522,29.274529,0.23926392,0.17407931,6.560898,12.9684725,122.3415,663.2977,13.974927,743.2028,12.806197,9.21701,0,77,990.8561,22.311787,41.26860666,-74.0875289,
5/27/2025 17:50:26,,89.13345,2.9354947,29.12059,0.24628635,0.16956258,6.561144,12.954574,121.633,657.75,13.972849,743.2036,12.805436,9.216419,0,77,990.8572,22.311264,41.26860567,-74.08753011,
5/27/2025 17:50:28,,89.18636,2.920137,28.96665,0.25330874,0.16504586,6.5613894,12.940674,120.92451,652.20233,13.970771,743.2044,12.804675,9.215829,0,77,990.8582,22.310741,41.26860754,-74.08753402,
5/27/2025 17:50:30,,88.96775,2.6921988,26.70073,0.20076737,0.057725612,6.577571,12.032128,112.65295,982.2166,13.961204,743.1917,12.801035,9.212895,0,77,990.8414,22.31063,41.26861324,-74.08752926,
5/27/2025 17:50:32,,88.97631,2.678996,26.569124,0.2018388,0.050723433,6.5783434,11.988732,112.12572,991.4909,13.960223,743.19165,12.800613,9.212561,0,77,990.84125,22.310345,41.26861939,-74.08752803,
5/27/2025 17:50:34,,88.98487,2.6657932,26.43752,0.20291024,0.04372126,6.579116,11.945335,111.59848,1000.76514,13.959244,743.1916,12.800192,9.212227,0,77,990.8412,22.31006,41.26861774,-74.08753192,
5/27/2025 17:50:36,,88.99343,2.6525905,26.305912,0.20398168,0.03671908,6.5798883,11.901939,111.07125,1010.03937,13.958263,743.1915,12.79977,9.211892,0,77,990.8411,22.309776,41.26861935,-74.08752752,
5/27/2025 17:50:38,,89.444305,2.4643948,24.436966,0.23113666,0.03966374,6.59447,11.083304,104.46204,540.5449,13.950378,743.147,12.801567,9.212542,0,77,990.7817,22.318398,41.26861615,-74.08752847,
5/27/2025 17:50:40,,89.45867,2.4534519,24.328236,0.23142917,0.038026296,6.59528,11.037837,104.07105,527.9381,13.949899,743.14514,12.801567,9.212512,0,77,990.7792,22.318714,41.26861371,-74.08752905,
5/27/2025 17:50:42,,89.47304,2.442509,24.219507,0.23172168,0.03638885,6.59609,10.99237,103.68007,515.33136,13.949418,743.14325,12.801567,9.2124815,0,77,990.7767,22.319033,41.26861631,-74.08753095,
5/27/2025 17:50:44,,89.48741,2.431566,24.110777,0.2320142,0.034751408,6.5968995,10.946902,103.28908,502.7246,13.948938,743.14136,12.801566,9.212452,0,77,990.7742,22.31935,41.26861413,-74.08753036,
5/27/2025 17:50:46,,89.50178,2.4206233,24.002047,0.23230672,0.03311396,6.5977097,10.901434,102.898094,490.11783,13.948459,743.1395,12.801566,9.212421,0,77,990.77167,22.319666,41.26861507,-74.08752818,
5/27/2025 17:50:48,,85.67827,2.3305118,23.100473,0.05946895,0.010156863,6.630633,9.053432,95.80578,539.64264,13.935659,743.19135,12.871675,9.257982,0,77,990.8408,22.328312,41.26861507,-74.08752818,
5/27/2025 17:50:50,,85.54296,2.323934,23.034893,0.05346746,0.009252,6.6321073,8.970676,95.42739,534.06525,13.935041,743.19257,12.874314,9.259687,0,77,990.8424,22.32877,41.26861507,-74.08752818,
5/27/2025 17:50:52,,85.40766,2.3173563,22.969313,0.047465965,0.008347136,6.6335816,8.887921,95.049,528.4878,13.934424,743.1938,12.876953,9.261394,0,77,990.84406,22.32923,41.26861507,-74.08752818,
